record_id,doi,title,year,source_databases,query_ids,title_screen_decision,title_screen_exclusion_code,title_screen_confidence,title_screen_basis,abstract_screen_status,abstract_screen_priority
R-eec43f052a80f174,10.1016/j.compag.2023.108196,Automatic labeling to overcome the limitations of deep learning in applications with insufficient training data: A case study on fruit detection in pear orchards,2023,Scopus;OpenAlex,Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-16e4393998db0e54,10.34626/v43a-bg51,Automatic Landing Control Design for Unmanned Aerial Vehicles,2016,OpenAlex,Q1,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-e2425d066e6799e8,10.1101/2020.08.27.263186,Automatic late blight lesion recognition and severity quantification based on field imagery of diverse potato genotypes by deep learning,2020,OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-8c009a364fe1aacd,10.1016/j.knosys.2020.106723,Automatic late blight lesion recognition and severity quantification based on field imagery of diverse potato genotypes by deep learning,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-b672968acbc2b094,10.37394/232017.2024.15.17,Automatic Leaf Health Monitoring with an IoT Camera System based on Computer Vision and Segmentation for Disease Detection,2024,Scopus;OpenAlex,Q4;Q5,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-3151b34db558b100,10.1016/j.array.2021.100099,Automatic leaf segmentation and overlapping leaf separation using stereo vision,2021,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-a19116ef9913b2fb,10.1016/j.compmedimag.2018.09.008,Automatic localization of normal active organs in 3D PET scans,2018,Scopus,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-ec0070dcfd10ddfc,10.1016/j.compag.2024.109234,Automatic maize seeding machine watering spray angle determination by using a novel index,2024,OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-d1c68c3998876a50,10.1016/j.isprsjprs.2019.03.012,Automatic mapping of planting year for tree crops with Landsat satellite time series stacks,2019,Scopus,Q1,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-98f2b0f366098a76,10.1109/icra48506.2021.9561432,Automatic Mapping of Tailored Landmark Representations for Automated Driving and Map Learning,2021,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-44af9d5afbb859ad,10.1007/s10457-020-00517-2,Automatic mapping of tree crowns in scattered-tree woodlands using low-density LiDAR data and infrared imagery,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-54a5998542d400fd,10.6041/j.issn.1000-1298.2021.s0.006,Automatic Measurement of Plant Height and Stem Thickness of Maize Based on Terrestrial Laser Scanning; [基于地基激光雷达的玉米株高与茎粗自动测量研究],2021,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c412d997bc2d6c8b,10.3390/s24186117,Automatic Measurement of Seed Geometric Parameters Using a Handheld Scanner,2024,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-56aab075f159ef7b,10.1364/ao.59.000545,Automatic method for segmenting leaves by combining 2D and 3D image-processing techniques,2020,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-70cc1149774c79f3,10.34133/2021/9764514,Automatic Microplot Localization Using UAV Images and a Hierarchical Image-Based Optimization Method,2021,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-d5d7afcfdf69f8e0,10.1016/j.tice.2022.101816,Automatic microscopic diagnosis of diseases using an improved UNet++ architecture,2022,OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-779fcc4e08f9bcfe,10.3389/fpls.2022.980581,Automatic monitoring of lettuce fresh weight by multi-modal fusion based deep learning,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-2cfbda700c809974,10.3390/s19224989,Automatic multi-camera extrinsic parameter calibration based on pedestrian torsors,2019,Scopus;OpenAlex,Q2,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-c315a124449a2ddb,10.1109/icmlc63072.2024.10935049,Automatic Multi-Sensor Dataset Generation in Autonomous Vehicle Environments,2024,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-91e54e7cc65bd229,10.1109/cai59869.2024.00054,Automatic Multiple Choice Question Evaluation Using Tesseract OCR and YOLOv8,2024,Scopus,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-96c90cdb98f5f16c,10.1007/978-981-97-1263-2_6,Automatic Navigation of Pesticide Spraying Vehicle for Orchard Tree Trunk Detection,2024,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-5d574e8a97e39b85,10.21467/proceedings.141.8,Automatic Object Detection in Oil Palm Plantation using a Hybrid Feature Extractor of YOLO-based Model,2022,OpenAlex,Q6,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-e8057dc55b325506,10.21894/jopr.2026.0020,"AUTOMATIC OIL PALM TREE COUNTING AND HEIGHT ESTIMATION USING DIRECT GEOREFERENCING PHOTOGRAMMETRY, CANOPY HEIGHT MODELLING, AND TEMPLATE MATCHING",2026,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-fdcfad1db2c5dc77,10.1109/ic2se52832.2021.9792068,Automatic Oil Palm Unstripped Bunch (USB) Counting System based on Faster RCNN and Object Tracking,2021,Scopus;OpenAlex,Q1;Q6;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-ff3845eb5d4a8025,10.1016/j.compag.2022.106702,Automatic organ-level point cloud segmentation of maize shoots by integrating high-throughput data acquisition and deep learning,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-cac69f67880a7a61,10.1007/978-3-030-19648-6_26,Automatic Path Planning for Unmanned Ground Vehicle Using UAV Imagery,2020,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-bf4c5a8fbea5b0fd,10.1364/osac.424583,Automatic pear and apple detection by videos using deep learning and a Kalman filter,2021,Scopus;OpenAlex,Q1;Q7,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-54288962e945e789,10.2139/ssrn.4314554,Automatic Pest Identification System Based on Deep Learning and Machine Vision in the Greenhouse,2022,OpenAlex,Q7,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-3550cf17e1ac55ad,,Automatic plant features recognition using stereovision for crop monitoring,2017,OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6a96a9639c64e92b,10.1186/s13007-024-01293-1,Automatic plant phenotyping analysis of Melon (Cucumis melo L.) germplasm resources using deep learning methods and computer vision,2024,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-5e08492493c38eb0,10.3390/rs14020361,Automatic Position Estimation Based on Lidar × Lidar Data for Autonomous Aerial Navigation in the Amazon Forest Region,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-57a370f8267c864a,10.3390/rs12101677,Automatic processing of aerial LiDAR data to detect vegetation continuity in the surroundings of roads,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-50a56f4ca39c936a,10.1109/apsipaasc63619.2025.10848778,Automatic Prompt Generation and Grounding Object Detection for Zero-Shot Image Anomaly Detection,2024,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-674f7ab9e1561dbb,10.1109/lra.2022.3144524,Automatic Radar-Camera Dataset Generation for Sensor-Fusion Applications,2022,Scopus,Q1;Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-921f0451aed2c93e,10.1109/tim.2023.3265636,Automatic Railroad Track Components Inspection Using Hybrid Deep Learning Framework,2023,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-bdeb41e9521c5b2a,10.3390/s26144378,Automatic Recognition and Quantification of Multiple Defects in Highway Tunnels Using Vehicle-Mounted Multisensor Inspection,2026,Scopus,Q2,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-8009c436a8f67c02,10.1007/s10845-021-01830-y,Automatic recognition of hot spray marking dot-matrix characters for steel-slab industry,2023,Scopus,Q3,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-b49faefa50ec8a6c,10.1016/j.biosystemseng.2019.10.002,Automatic recognition of juicy peaches on trees based on 3D contour features and colour data,2019,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-6bc4f0791de86915,10.7510/jgjs.issn.1001-3806.2024.01.022,Automatic recognition of the number of corn plants in farmland using SLAM point cloud; [利用 SLAM 点云的玉米株数自动识别],2024,Scopus,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-9722b7872c37cf58,10.3390/f16081347,Automatic Registration of Terrestrial and UAV LiDAR Forest Point Clouds Through Canopy Shape Analysis,2025,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-56fac95126ffdd65,10.3390/electronics11142110,Automatic Rice Disease Detection and Assistance Framework Using Deep Learning and a Chatbot,2022,Scopus;OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
M-983a029af2d5467f,10.1186/s13007-025-01479-1,Automatic root measurement: a lightweight method for measuring pea root length,2025,Scopus;OpenAlex,Q4,advance_to_abstract,,high,no decisive title-level exclusion; retain to protect recall,pending,low_relevance_signal
R-814a87f2b90cd2bd,10.1109/raeeucci63961.2025.11048287,Automatic Segmentation and Detection of Apples using Computer Vision,2025,Scopus;OpenAlex,Q1;Q7,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-beb0018c63ff7a27,10.1155/2017/9845815,Automatic Segmentation for Plant Leaves via Multiview Stereo Reconstruction,2017,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-4c531aee0a3af893,10.1016/j.compag.2020.105753,Automatic segmentation of overlapped poplar seedling leaves combining Mask R-CNN and DBSCAN,2020,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
R-2ea23570bd09f938,10.2991/ifmca-16.2017.75,Automatic segmentation of plant point cloud from Multi-view stereo,2017,OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-34cd5a762f2ea9da,10.1016/j.cj.2021.10.010,Automatic segmentation of stem and leaf components and individual maize plants in field terrestrial LiDAR data using convolutional neural networks,2022,Scopus;OpenAlex,Q3,advance_to_abstract,,high,title contains domain and visual/mechanism terms; retain for abstract screening,pending,high_relevance_signal
R-2366d8e52ead0fd4,10.3390/brainsci11091141,Automatic Segmentation of the Olfactory Bulb,2021,OpenAlex,Q4,advance_to_abstract,,high,title contains one target signal; retain for abstract screening,pending,normal_relevance_signal
