review_order,record_id,doi,title,year,venue,authors,source_databases,query_ids,openalex_ids,scopus_eids,scopus_links,abstract_available,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,review_status,retrieval_status,retrieval_source,fulltext_path,extraction_status,document_type,ic1,ic2,ic3,ic4,ic5,ec2,ec3,ec4,decision,exclusion_code,evidence_pages,evidence_quote,reviewer,review_date,review_notes,updated_at,evidence_type,study_design,modality,task_scope,identity_mechanism,class_attribute,evaluation,key_finding,limitations
14518,R-0fcd8e7f494ab987,10.1109/tmm.2026.3651101,ColView: Consistent Text-Guided Grayscale Scene Colorization From Multi-View Images,2026,IEEE Transactions on Multimedia,"Niu, Chaochao (59426783900); Tao, Ming (57219565980); Bao, Bing-Kun (24922856800); Xu, Changsheng (56153258200)",Scopus,Q2,,2-s2.0-105037900656,https://www.scopus.com/pages/publications/105037900656?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14519,R-0fffe18adba723f1,10.7527/s1000-6893.2026.33060,Vessel target association based on multi-view low -altitude remote sensing images; [基于多视角低空遥感图像的船舶目标关联],2026,Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica,"LIU, Yunhe (60211303000); JIANG, Zhizhuo (57005762600); LIU, Yu (60755805600); SUN, Xian (34875643000); HE, You (57212448603)",Scopus,Q2,,2-s2.0-105045595480,https://www.scopus.com/pages/publications/105045595480?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14520,R-1021524343856f39,10.1109/iscait69154.2026.11477465,SC-YOLO: A Field-Oriented Detection Algorithm for Apple Blotch Spores,2026,"2026 5th International Symposium on Computer Applications and Information Technology, ISCAIT 2026","Wang, Yutong (59854765200); Zhang, Shuyin (59636901000); Xu, Chao (57189042758)",Scopus,Q4,,2-s2.0-105038087069,https://www.scopus.com/pages/publications/105038087069?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14521,R-104686792d6d8d63,10.1016/j.inpa.2026.05.012,Pluckable-zone segmentation and plucking-point localization for multicultivar tea shoots using an improved lightweight DeepLabV3+ and DBSCAN–assisted 3D clustering,2026,Information Processing in Agriculture,"Liu, Decheng (60177503800); Wang, Pengfei (60742903900); Zhang, Zhi (60743078000); Wang, Baijuan (56263393200); Hu, Yongguang (7407117917)",Scopus,Q3,,2-s2.0-105044929630,https://www.scopus.com/pages/publications/105044929630?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14522,R-16ec4a65d08b9b98,10.1007/978-3-032-20907-8_36,A Systematic Review on Grape Leaf Disease Detection and Identification,2026,Communications in Computer and Information Science,"Salunke, Ujwala (59548481600); Jain, Kirti (58918689000)",Scopus;OpenAlex,Q4;Q5,W7140041672,2-s2.0-105038885284,https://www.scopus.com/pages/publications/105038885284?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14523,R-1735c1faa96cb75d,10.2139/ssrn.6214606,Unveiling the 3D Resilience A Deep Learning Approach to Quantify Urban Green Space Patterns in Buffering Extreme Heat,2026,SSRN Electronic Journal,Hailu Wan; Zhuo Jin; Gengqiang Huang; Shuang Li,OpenAlex,Q3,W7128484349,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14524,R-1b2d564713e7146d,10.1007/978-981-95-5218-4_3,Development of Smart Drip Irrigation and Fungicide Application System for the Grapevine Management,2026,IoT and AI in Agriculture: Strategies to Develop Smart Agricultural Space for In-field and In-house Crop Production,"Malik, Hikmatullah (60439440700); Ahamed, Tofael (9269729600)",Scopus;OpenAlex,Q4,W7117995947,2-s2.0-105032056252,https://www.scopus.com/pages/publications/105032056252?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14525,R-1badfcb99fd1a3b2,10.1016/j.patcog.2026.114281,ADCC-MVC: Adaptive fusion and dual contrastive calibration for multi-view clustering,2026,Pattern Recognition,"Zhao, Xuecheng (60703265700); Xu, Sen (37070099100); Bian, Xuesheng (57211312635); Yao, Shanliang (59737046000); Guo, Naixuan (57204530999); Xu, Xiufang (56168062500); Wang, Wei (59632259200); Hu, Fupin (60703515100); Zhou, Tian (60703415200); Shen, Yuyang (60604203500)",Scopus;OpenAlex,Q2,W7165129130,2-s2.0-105042509692,https://www.scopus.com/pages/publications/105042509692?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14526,R-1bc9db3e159dc69e,10.2139/ssrn.6838138,3D Phenotyping Pipeline for Non-Destructive Biomass Estimation of Nickel Hyperaccumulator Plants,2026,SSRN Electronic Journal,Zhaocheng Xiang; Kai Shen; Kai Gao; Keun  Ho Cho,OpenAlex,Q3,W7162553545,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14527,R-1ff6a7dbed90b71a,10.1016/j.compag.2026.111752,A learning-based approach for forest row orientation estimation from UAV LiDAR point clouds,2026,Computers and Electronics in Agriculture,"Liu, Mei (59245726900); Liu, Kun (56266519200); Stol, Karl A. (6603128514); Wei, Jingbo (57220093999); Lu, Yuqian (56173081300)",Scopus,Q3,,2-s2.0-105038267471,https://www.scopus.com/pages/publications/105038267471?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14528,R-21b1344a08d6bc77,10.1007/978-3-032-13003-7_25,"Exploring YOLOv12 for Multi-camera People Tracking with BoT-SORT, ResNet50-IBN and Cluster Self-Refinement",2026,Lecture Notes in Networks and Systems,"Le, Cu Quoc (60345521700); Hua, Huy Khanh (58535140600); Ngo, Nguyen Viet (60345945100); Bach, Tien Trung (60345800200); Tran, Hoang Ngoc (57201976385)",Scopus;OpenAlex,Q2,W7117976311,2-s2.0-105028263438,https://www.scopus.com/pages/publications/105028263438?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14529,R-227630ce3ea482a3,10.1007/s41324-025-00659-4,Enhancing 3D geospatial modelling through multimodal data and machine learning: a systematic literature review,2026,Spatial Information Research,"Mohamad, Azlizan Adila (60342201700); Ujang, Uznir (57190565279); Azri, Suhaibah (56669663600); Mehmood, Usman (58879750300)",Scopus;OpenAlex,Q5,W7125140081,2-s2.0-105027941150,https://www.scopus.com/pages/publications/105027941150?origin=resultslist,yes,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14530,R-23a0d4fa94e2fb44,10.1109/iciice69672.2026.11565212,Automatic Detection of Micro-Relief Archaeological Features in Forested Areas from LiDAR Point Clouds,2026,"2026 International Conference on Integrated Intelligence and Cognitive Engineering, ICIICE 2026","Andrest, Vladislav D. (60722602600)",Scopus,Q3,,2-s2.0-105043708467,https://www.scopus.com/pages/publications/105043708467?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14531,R-2514b48b77fb180e,10.1016/j.autcon.2025.106589,Automated reliability-based multi-camera strategy for excavator tracking under dynamic occlusion using deep learning with instance segmentation,2026,Automation in Construction,"Ahn, Seongkyun (60147312300); Seo, Seungwon (58203939600); Shin, Yejin (58788544400); Koo, Choongwan (57195616564)",Scopus;OpenAlex,Q2,W4415012110,2-s2.0-105019257415,https://www.scopus.com/pages/publications/105019257415?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14532,R-251e63b21295a1b6,10.1007/978-981-92-3507-0_46,PhytoSeg-Net: A Geometric-Semantic Dual-Enhanced Network for 3D Multi-crop Instance Segmentation,2026,Lecture notes in computer science,Xinyue Shui; Lei Li; Mengqi Zhang; Qian Liu,OpenAlex,Q3,W7168375675,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14533,R-25adf28c49e56140,10.1016/j.fbio.2026.109164,A deep learning-based framework with geometric-prior fusion for 3D vision-based online sweetpotato volume estimation,2026,Food Bioscience,"Singh, Naseeb (57225962597); Lu, Yuzhen (57116702400); Tian, Yuyuan (60659278800); Islam, Md Khairul (60659897300)",Scopus;OpenAlex,Q2,W7162546286,2-s2.0-105040743023,https://www.scopus.com/pages/publications/105040743023?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14534,R-27d4599950282965,10.2139/ssrn.6802428,Hybrid Modeling Method for Rice Structural Parameters Based on 3D Radiative Transfer Model and Multi-Modal Remote Sensing Data,2026,SSRN Electronic Journal,Juchi Bai; Yinxuan Hui; Rui Wu; ChiChien Wang,OpenAlex,Q3,W7161846869,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14535,R-29e7dcda77636d76,10.5220/0014422700004084,Visibility-Gated ConvGRU for Robust Multi-View Pedestrian Detection and Tracking in BEV Space,2026,,Taigo Sakai; Takeshi Nakamura; Hiroshi Shimizu; Kazuhiro Hotta,OpenAlex,Q2,W7138936319,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14536,R-2cd7b8fbb8dfe606,10.3788/lop252549,Calibration of Non-Overlapping Multi-Cameras Using Global Camera Methods; [基 于 全 局 相 机 的 非 重 叠 视 场 多 目 相 机 标 定],2026,Laser and Optoelectronics Progress,"Li, Tao (60710157200); Liu, Liang (60381999200); Han, Jianli (57206661419); Lü, Weimin (60382052800)",Scopus,Q2,,2-s2.0-105042690132,https://www.scopus.com/pages/publications/105042690132?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14537,R-2cec32f619a3eff3,10.1109/tmm.2026.3678439,DenseRadar: Dense Radar Generation and Point Consistency Aggregation for 3D Object Detection,2026,IEEE Transactions on Multimedia,"Wang, Junyin (57219298538); Xiong, Shengwu (57203905556); Du, Chenghu (57352913500); Li, Hui (57060909600); Xiong, Shili (56014660600)",Scopus,Q2,,2-s2.0-105035176059,https://www.scopus.com/pages/publications/105035176059?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14538,R-2d84f0cd5e7ad19d,10.1016/j.patcog.2026.113396,A novel geometry-aware spatio-temporal network for multi-view video feature learning,2026,Pattern Recognition,"Zhang, Yue (57221365793); Xu, Mai (55703599800); Jiang, Lai (57188642646); Deng, Xin (56071493400); Liu, Si (35737287400)",Scopus;OpenAlex,Q2,W7133208121,2-s2.0-105032364170,https://www.scopus.com/pages/publications/105032364170?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14539,R-2ecaffa6868d5902,10.1007/978-981-96-7753-5_18,A Novel Approach for Apple Freshness Detection Using YOLOv8,2026,Lecture Notes in Networks and Systems,"Zaman Munavir, P.K. (60346270200); Sreeja, S. (57211955172)",Scopus,Q3,,2-s2.0-105028310718,https://www.scopus.com/pages/publications/105028310718?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14540,R-2f92ef5d8c7f9c0f,10.3390/s26092669,Loop Closure with 3D Gaussian Splatting for Dynamic SLAM,2026,Sensors,"Ma, Zhanwu (59347700000); Cheng, Wansheng (15761867300); Fan, Song (57194004545)",Scopus,Q2,,2-s2.0-105038729255,https://www.scopus.com/pages/publications/105038729255?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14541,R-328a8b3bf6f54a2f,10.1016/j.trc.2026.105739,Noise-resilient multi-camera vehicle trajectory refinement in long activity area of work zones via a novel multi-step smoothing and validation framework,2026,Transportation Research Part C: Emerging Technologies,"Ahmed, Md Tawkir (57552089500); Mishra, Sabyasachee (55090748200)",Scopus;OpenAlex,Q2,W7162078592,2-s2.0-105039686991,https://www.scopus.com/pages/publications/105039686991?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14542,R-34d590c213dbae60,10.2139/ssrn.6626356,Edge Assisted Multi-Camera Vehicle Tracking Framework for Real-Time and Scalable Deployment,2026,SSRN Electronic Journal,Yuqiang Lin; Sam Lockyer; Shucheng Zhang; Florian Stanek,OpenAlex,Q2,W7155161588,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14543,R-3cf62e5d5fc80b7b,10.37188/cjlcd.2026-0039,Lightweight citrus maturity detection algorithm with hybrid attention fusion; [融合混合注意力的轻量化柑橘成熟度检测算法],2026,Chinese Journal of Liquid Crystals and Displays,"Wang, Wenkun (60653341800); Xie, Hui (58746965300); Jiang, Wujin (58000316900); Li, Hongbing (36651115600); Qian, Chutian (60653778100)",Scopus,Q4,,2-s2.0-105040134611,https://www.scopus.com/pages/publications/105040134611?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14544,R-40c5c101bf002abc,10.11975/j.issn.1002-6819.202510123,Three-view imaging-based method for defect detection on apple surfaces; [基于三视角成像的苹果表面缺陷检测方法],2026,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,"Sun, Guoxiang (36553302100); Chen, Guangyu (58984354200); Wang, Xiaochan (8439218700); Lu, Wei (55543725900); Zhang, Xiaolei (36916257100); Shi, Yinyan (56449634200)",Scopus,Q3,,2-s2.0-105038952777,https://www.scopus.com/pages/publications/105038952777?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14545,R-416892de4435b212,10.1016/j.compag.2026.112128,A geometry–radiometry correction framework for hyperspectral LiDAR and 3D spectral index mapping in plants,2026,Computers and Electronics in Agriculture,"Xiao, Shunfu (57210814248); Bi, Kaiyi (57211047741); Niu, Zheng (7101688905); Liu, Jianying (57220062997); Hao, Yishuo (57789558600); Li, Wang (55966675000); Wang, Li (57225162297)",Scopus;OpenAlex,Q3,W7166520556,2-s2.0-105043419472,https://www.scopus.com/pages/publications/105043419472?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14546,R-431197e04dcd900b,10.1007/s40858-026-00803-x,Precision viticulture with AI: Comparing YOLOv5 models for grapevine fanleaf virus diagnosis,2026,Tropical Plant Pathology,Bahadır Şin; Lerzan Öztürk,OpenAlex,Q4,W7160034137,,,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14547,R-432770d9d5d14c16,10.1117/12.3114168,Rapid 3D reconstruction of key power plant equipment using SAM foreground segmentation and 3D gaussian splatting,2026,Proceedings of SPIE - The International Society for Optical Engineering,"Ni, Zhihao (60149492500); He, Youwen (60587491200); Zhou, Ziyue (60654758700); Zhang, Hankun (60150208400); Tian, Jun (57976906300)",Scopus,Q3,,2-s2.0-105040366511,https://www.scopus.com/pages/publications/105040366511?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14548,R-43a3e9b2828c573b,10.1016/j.compag.2026.111446,Pha-YOLO: A multi-view Phalaenopsis flower detection and counting method based on improved YOLO11 with dynamic reference selection and adaptive thresholding,2026,Computers and Electronics in Agriculture,"Xu, Dawei (57192154627); Huang, Xiaopeng (60333724600); Zhao, Zihe (60333828000); Zhao, Zhenyuan (58348285700); Hu, Dongyang (57739071900); Yuan, Chao (57219700817)",Scopus;OpenAlex,Q2,W7124278288,2-s2.0-105027519526,https://www.scopus.com/pages/publications/105027519526?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14549,R-443c366906e144e6,10.1016/j.compag.2026.111474,A stem-leaf segmentation method of maize plant point cloud based on region growing and leaf phenotypic parameters measurement,2026,Computers and Electronics in Agriculture,"Liu, Mengjie (60352351900); Miao, Yanlong (57202399016); Li, Yida (59134498200); Sheng, Wenyi (37007000700); Qiu, Ruicheng (56294844600); Wang, Minjuan (56434879900); Li, Han (57162704700); Zhang, Man (56294527200)",Scopus;OpenAlex,Q3,W7125833674,2-s2.0-105028554045,https://www.scopus.com/pages/publications/105028554045?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
14550,R-44ff0414f6f3f17d,10.33494/nzjfs562026x449x,A novel approach for tropism characterisation through point cloud analysis,2026,New Zealand Journal of Forestry Science,"Hartley, Robin J.L. (59757148300); Sellier, Damien (8589105600); de Silva, Dilshan (58593887200); Jayathunga, Sadeepa (57194532737); Gapes, Nathan J. (60769316200)",Scopus,Q3,,2-s2.0-105046311201,https://www.scopus.com/pages/publications/105046311201?origin=resultslist,no,not_assessed,abstract unavailable; do not exclude automatically,,pending,pending,,,,,,,,,,,,,pending,,,,,,,2026-08-09T18:56:21+00:00,,,,,,,,,
