record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-dae047e25d163624,10.1109/ro-man60168.2024.10731185,"Crowd Video Motion Capture by Concurrent Optimization of Shapes, Poses and Positions",2024,Scopus;OpenAlex,Q2,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-a3b4643fc0e511fd,10.56726/irjmets79302,CROWD VULNERABLE DETECTION SYSTEM - AI,2026,OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: nd manage crowd behavior in real time.The system is powered by YOLOv8, a state-of-the-art object detection model that ensures rapid and accurate person detection in live video feeds.It continuously tracks crowd density, movement patterns, and identifies hi",,pending
R-361a0404ec63b7a0,10.3390/s22166263,Crowdsourcing-Based Indoor Semantic Map Construction and Localization Using Graph Optimization,2022,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-2e66fefbd14af826,,Crown counting and mapping of missing oil palm tree using airborne imaging system,2019,OpenAlex,Q6,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Crown counting and mapping of missing oil palm tree using airborne imaging system. Unmanned aerial vehicles (UAV) have been recently deployed in the agriculture sec","global production, yield, biomass, or land-use output: y deployed in the agriculture sector for various applications such as crop monitoring and yield prediction in order to achieve the precise agriculture objectives. In Malaysia, there are plenty of large-scale oil palm plantations, but the counting of oil pa",pending
R-708af1dfd08874bb,,Crown density of over- and understory in mixed forest stands as explained by airborne LiDAR metrics,2015,OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-39e74fc883bcf3fd,10.3390/rs15153869,Crown Information Extraction and Annual Growth Estimation of a Chinese Fir Plantation Based on Unmanned Aerial Vehicle–Light Detection and Ranging,2023,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: e RMSE (rRMSE) = 4.26%) was better than the tree crown boundary pixel sum method based on canopy height segmentation (RMSE = 1.26 m, rRMSE = 8.63%). The effective crown area (ECA) of an individual tree extracted using ECH was strongly correlated with the annual biom","global production, yield, biomass, or land-use output: a (ECA) of an individual tree extracted using ECH was strongly correlated with the annual biomass growth (coefficient of determination (R2) = 0.47). The estimation of annual growth of individual tree crowns based on annual tree height increase (ΔH) derived from LiDAR was statistically significant (R2 = 0.33, p <",pending
R-85fab54bfdab2356,10.6041/j.issn.1000-1298.2024.09.026,Crown Leaf Area Estimation Based on Mobile Multi-layer LiDAR Scanning; [基于移动多线激光雷达扫描的树冠叶面积估计方法],2024,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-5c19d01be938a97e,10.12302/j.issn.1000-2006.202209011,Crown segmentation of CHM based on the enhanced frost local filtering and distance map reconstruction; [基于增强 Frost 局部滤波及单木距离图重构标记的 CHM 树冠分割],2023,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
M-d67e74fc67d69ffa,10.1080/15481603.2026.2671600,Crown-BERT: a crown-morphology-aware deep learning framework for individual tree species classification using UAV LiDAR and hyperspectral data,2026,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: l tree species classification using UAV LiDAR and hyperspectral data. Accurate individual tree species classification using fused unmanned aerial vehicle (UAV) hyperspectral (HSI) and light detection and ranging (LiDAR) data is fundamental for forest inventory and biodiversity assessment, yet remains challenging because of irregular crown morpholo","explicit global or image-level output: brid architecture that combines efficient convolutional operations with transformer-based global modeling, thereby reducing parameter redundancy while preserving classification performance. Under independent training and testing on three UAV datasets, Crown-BERT achieved overall accuracies of 83.1%, 85.4%, and 90.8% on MS-20",pending
R-58a4d49bfebf22a4,10.3390/rs15041002,Crown-Level Structure and Fuel Load Characterization from Airborne and Terrestrial Laser Scanning in a Longleaf Pine (Pinus palustris Mill.) Forest Ecosystem,2023,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: rived datasets and used to train random forest (RF) models. The results of the individual tree detection showed successful estimation of tree count from all lidar-derived datasets, with marginal errors ranging from −4 to 3%. For all three lidar-derived d",,pending
R-4e0ee79db4239452,10.1007/s00236-026-00535-0,CSB: A Counting and Sampling tool for Bit-vectors,2026,Scopus;OpenAlex,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-0f10c2d978dc71da,10.1007/s11760-025-04726-z,CSDet-3D: A novel 3D object detection method for robot identification in welding scenarios,2025,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-05c4d71a8630d693,10.1088/2631-8695/adf030,CSEF-DETR: a strawberry flower and fruit growth stage detection model based on cross-stage perception and multi-scale edge feature enhancement,2025,Scopus;OpenAlex,Q4;Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: CSEF-DETR: a strawberry flower and fruit growth stage detection model based on cross-stage perception and multi-scale edge feature enhancement. Abstract Accurate recognition of strawberry flower and fruit growth s",,pending
R-80b47a963c383946,10.1109/wcnc57260.2024.10571130,CSI-based Passenger Counting on Public Transport Vehicles with Multiple Transceivers,2024,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-25898df6348afdbc,10.20944/preprints202511.0927.v1,CSPC-BRS：An Enhanced Real-Time Multi-Target Detection and Tracking Algorithm for Complex Open Channels,2025,OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: To overcome these challenges, this paper proposes CSPC-BRS, a lightweight real-time multi-object detection and tracking framework. (CSPC denotes the integrated CASAM, SPPELAN-DW, and CACC modules, and BRS stands for Bounding Box Reduction Strategy). On the",,pending
R-ca19f262ca164f13,10.17660/actahortic.2015.1094.28,"CSS-Pear: A model to simulate growth, production and quality of pear (Pyrus communis L.)",2015,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: individual-target evidence; full-text review required,"individual-target evidence: nagement) and weather variables. Biomass formation and partitioning, crop area formation, individual fruit growth, and water balance and its components are computed daily. Validation was done on 36 crop/years, with productivities that ranged from 23.4 to 1","global production, yield, biomass, or land-use output: t grade) were simulated appropriately by the model, with high modelling efficiencies. The predictions of productivity and fruit numbers had modelling efficiencies of 0.68 and 0.85, respectively. If the number of fruits is known, which may be done in a real situation",pending
R-e9b5beb575e25667,10.37934/araset.31.3.249264,CSSD-YOLO: A Modified YOLOv5 Method for Solder Joint Defect Detection,2023,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-89461e523c790982,10.1109/tcyb.2024.3368154,CTNet: Contrastive Transformer Network for Polyp Segmentation,2024,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: ibPolypDB, and CVC-ColonDB respectively. In addition, CTNet has advantages in camouflaged object detection and defect detection. The code is available at https://github.com/Fhujinwu/CTNet.",,pending
R-66e22dbc5902a170,10.1109/eurosp63326.2025.00063,CTRAPS: CTAP Client Impersonation and API Confusion on FIDO2,2025,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e342c3b7c590a7e2,10.57760/sciencedb.40726,CTSD-YOLO-Split: Citrus Time-Series Dataset for Object Detection and Segmentation (YOLO Format) &amp; Test,2026,OpenAlex,Q4;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: CTSD-YOLO-Split: Citrus Time-Series Dataset for Object Detection and Segmentation (YOLO Format) & Test. Citrus fruits go through four key phenological stages throughout their entire growth cycle: flowering (May), y","global production, yield, biomass, or land-use output: from the background at different stages. To support the research on visual monitoring and yield estimation of citrus throughout the entire growth cycle, this study constructed the Citrus Time Series Dataset (CTSD), which covers the complete 8-month time se",pending
R-9aed10c5a8183f09,10.1109/itoec53115.2022.9734494,Cucumber Leaf Diseases Detection Based on An Improved Faster RCNN,2022,Scopus;OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: on An Improved Faster RCNN. Crop disease is one of the main agricultural disasters. Using object detection technology for precision spraying is of great significance to environmental protection. In order to achieve cucumber leaf diseases detection under th,,pending
R-63c6df9ea0001607,10.6041/j.issn.1000-1298.2025.03.035,Cucumber Leaf Segmentation and Phenotype Extraction Method Based on Three-dimensional Point Cloud; [基于三维点云的黄瓜叶片分割与表型参数提取方法],2025,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
